,epochs,train_loss,test_loss,train_accuracy,test_accuracy
71,72,0.162312723328714,0.231304571628571,99.3537510536668,92.1717171717172
72,73,0.16056413360508,0.222668291926384,99.3537510536668,92.4242424242424
73,74,0.160808386489949,0.227641270160675,99.2694577128407,91.9191919191919
74,75,0.158083424640343,0.22010450899601,99.3537510536668,94.949494949495
75,76,0.158371437157216,0.225881778001785,99.4661421747682,93.1818181818182
76,77,0.155982356668855,0.223399993181229,99.606631076145,93.4343434343434
77,78,0.157449078800432,0.220110011100769,99.4380443944928,93.1818181818182
78,79,0.154555973550931,0.223203765749931,99.5504355155943,92.9292929292929
79,80,0.154112486995656,0.222693368792534,99.6347288564203,94.1919191919192
80,81,0.154905881114605,0.228787692785263,99.6628266366957,92.6767676767677
81,82,0.155289963255281,0.222759016156197,99.606631076145,92.9292929292929
82,83,0.151859374491356,0.223148626685142,99.6347288564203,92.9292929292929
83,84,0.15329770947652,0.227352414131165,99.6347288564203,91.9191919191919
84,85,0.150858205563552,0.223595024943352,99.6628266366957,93.6868686868687
85,86,0.15092104840439,0.218543142676353,99.7471199775218,93.4343434343434
86,87,0.15048921068153,0.22001718878746,99.6909244169711,92.4242424242424
87,88,0.150202677221843,0.221166659593582,99.7752177577971,92.9292929292929
88,89,0.148939695159149,0.224792140126228,99.6909244169711,92.6767676767677
89,90,0.147683516378627,0.225721077919006,99.8033155380725,92.6767676767677
90,91,0.147042845797646,0.224145356416702,99.7471199775218,92.9292929292929
91,92,0.146785653058456,0.223263748288155,99.7752177577971,91.9191919191919
92,93,0.146087121068095,0.226127622127533,99.6909244169711,91.6666666666667
93,94,0.145908809596915,0.218919921517372,99.7471199775218,94.1919191919192
94,95,0.144098937077105,0.222657142877579,99.7752177577971,92.6767676767677
95,96,0.144349210799542,0.224891525506973,99.7752177577971,92.1717171717172
96,97,0.143517271953848,0.216216362118721,99.8314133183479,93.6868686868687
97,98,0.143192446585995,0.225868673324585,99.8314133183479,92.4242424242424
98,99,0.143286310637478,0.226320415139198,99.7752177577971,92.4242424242424
99,100,0.143098998764705,0.217384324669838,99.7471199775218,92.6767676767677
100,101,0.141796224420648,0.219994521737099,99.8033155380725,93.4343434343434
101,102,0.141373475236743,0.221462911367416,99.8314133183479,93.6868686868687
102,103,0.140526123378309,0.222196603417396,99.8595110986232,93.6868686868687
103,104,0.141029058717559,0.225480968356133,99.8033155380725,93.4343434343434
104,105,0.13960137863063,0.221994125247002,99.8314133183479,92.1717171717172
105,106,0.139572664159831,0.221495609283447,99.8314133183479,93.4343434343434
106,107,0.137729186080229,0.220959478020668,99.8314133183479,92.4242424242424
107,108,0.136844172572609,0.217890543937683,99.8595110986232,92.9292929292929
108,109,0.137787916935613,0.223459705710411,99.8314133183479,91.6666666666667
109,110,0.13800224260899,0.221316918134689,99.8595110986232,92.4242424242424
110,111,0.13752293389608,0.221191313862801,99.8595110986232,92.6767676767677
111,112,0.137482970351595,0.222431803941727,99.8033155380725,93.4343434343434
112,113,0.135872967273932,0.222304964661598,99.8314133183479,92.4242424242424
113,114,0.136154615524906,0.219344336390495,99.8314133183479,93.1818181818182
114,115,0.135179626734535,0.22162674665451,99.8595110986232,92.9292929292929
115,116,0.135313541432133,0.222859110236168,99.8595110986232,92.4242424242424
116,117,0.135146799509835,0.219270775914192,99.8314133183479,92.9292929292929
117,118,0.133982031134212,0.223483799695969,99.8314133183479,91.9191919191919
118,119,0.13306642056447,0.221837131381035,99.8595110986232,92.9292929292929
119,120,0.133231084376173,0.221596872210503,99.8314133183479,91.4141414141414
120,121,0.133941882962336,0.219116057753563,99.8314133183479,92.9292929292929
121,122,0.131970049921974,0.221725832223892,99.8595110986232,93.1818181818182
122,123,0.131246064843886,0.220239621400833,99.8595110986232,92.9292929292929
123,124,0.133552653372555,0.222321056723595,99.8595110986232,93.6868686868687
124,125,0.131618883277001,0.220230893492699,99.8595110986232,92.9292929292929
125,126,0.131216321290876,0.223924514651299,99.8314133183479,92.1717171717172
126,127,0.130195307825178,0.223937548995018,99.8595110986232,93.1818181818182
127,128,0.129622342273793,0.223613129258156,99.8876088788986,93.4343434343434
128,129,0.130954583029309,0.220958461761475,99.8876088788986,92.9292929292929
129,130,0.130617587488863,0.220600872039795,99.8595110986232,93.4343434343434
130,131,0.12883476502024,0.224005916714668,99.8595110986232,91.9191919191919
131,132,0.129833547557149,0.223198434114456,99.8595110986232,92.4242424242424
132,133,0.129730990816392,0.224495734572411,99.8595110986232,92.4242424242424
133,134,0.12769938711361,0.221424978375435,99.8595110986232,93.4343434343434
134,135,0.128371601949358,0.223945524096489,99.8595110986232,93.4343434343434
135,136,0.129611435392245,0.222744723558426,99.8595110986232,91.9191919191919
136,137,0.127999654699601,0.22408490896225,99.8876088788986,92.4242424242424
137,138,0.12704301318112,0.223413087725639,99.8595110986232,92.1717171717172
138,139,0.127136218674782,0.221787400841713,99.8876088788986,93.1818181818182
139,140,0.129063547091901,0.220474613308907,99.8876088788986,93.4343434343434
140,141,0.125115198337978,0.223116577863693,99.8595110986232,91.6666666666667
141,142,0.126026403843822,0.221959267854691,99.8595110986232,93.9393939393939
142,143,0.125552721288172,0.22103903055191,99.8595110986232,93.1818181818182
143,144,0.1262478799697,0.221535115838051,99.8595110986232,92.1717171717172
144,145,0.125232318858929,0.226337908506393,99.8595110986232,92.4242424242424
145,146,0.126105651927636,0.221725910902023,99.8876088788986,93.6868686868687
146,147,0.124466347821358,0.221534367203712,99.8595110986232,92.6767676767677
147,148,0.12516868144541,0.224788986444473,99.8876088788986,93.6868686868687
148,149,0.124632698203951,0.223421189785004,99.8876088788986,92.4242424242424
149,150,0.12441038333648,0.222505294680595,99.8876088788986,93.1818181818182
150,151,0.123393668220984,0.223988216519356,99.8595110986232,92.6767676767677
151,152,0.123442818732272,0.221987372636795,99.8595110986232,92.9292929292929
152,153,0.123765848075862,0.222932439446449,99.8595110986232,93.1818181818182
153,154,0.121946957714087,0.226066262722015,99.8876088788986,91.9191919191919
154,155,0.122567070606311,0.222702338695526,99.8876088788986,92.9292929292929
155,156,0.122506669016697,0.224357798695564,99.8876088788986,93.4343434343434
156,157,0.121484575283634,0.224447616934776,99.8595110986232,92.1717171717172
157,158,0.121901028326007,0.224297209978104,99.8595110986232,92.1717171717172
158,159,0.120699030635335,0.222347708940506,99.8595110986232,92.9292929292929
159,160,0.121996063789177,0.225221837162971,99.8876088788986,92.9292929292929
160,161,0.120448708801526,0.22382767021656,99.8595110986232,93.6868686868687
161,162,0.120772544946104,0.221293433904648,99.8876088788986,93.1818181818182
162,163,0.12003467285446,0.223894409537315,99.8876088788986,92.9292929292929
163,164,0.120715466950239,0.225121913552284,99.8876088788986,92.4242424242424
164,165,0.119753189952919,0.227045186758041,99.8595110986232,91.9191919191919
165,166,0.11980817600617,0.223370032906532,99.8876088788986,93.1818181818182
166,167,0.118495668831695,0.224958264231682,99.8595110986232,92.4242424242424
167,168,0.119589145073976,0.223993762731552,99.8876088788986,92.6767676767677
168,169,0.120194271340498,0.229146584868431,99.8876088788986,91.9191919191919
169,170,0.120126897343873,0.223012188673019,99.8876088788986,92.1717171717172
170,171,0.118677309242332,0.225608139634132,99.8595110986232,92.1717171717172
171,172,0.118594558116032,0.226025950908661,99.8876088788986,92.1717171717172
172,173,0.118441640361809,0.222576088309288,99.8595110986232,92.1717171717172
173,174,0.117666337923084,0.223920586109161,99.8876088788986,92.4242424242424
174,175,0.117739216996683,0.226264317631721,99.8595110986232,92.9292929292929
175,176,0.118753546021979,0.226145025491715,99.8595110986232,93.1818181818182
176,177,0.11720591262317,0.223610169291496,99.8876088788986,91.9191919191919
177,178,0.116740442043997,0.224475694894791,99.8876088788986,92.1717171717172
178,179,0.117007138416372,0.225691496729851,99.8876088788986,93.6868686868687
179,180,0.116550962085681,0.225289158821106,99.8876088788986,92.9292929292929
180,181,0.117308704575081,0.2245386916399,99.8876088788986,94.4444444444444
181,182,0.116400860784567,0.224269738793373,99.8595110986232,92.4242424242424
182,183,0.115575239563469,0.225016397833824,99.8876088788986,93.4343434343434
183,184,0.115712144716973,0.222536838054657,99.8876088788986,92.6767676767677
184,185,0.114571199856799,0.226389116644859,99.8876088788986,92.1717171717172
185,186,0.115545432329712,0.226855987906456,99.8595110986232,91.1616161616162
186,187,0.114616924404029,0.224597594738007,99.8876088788986,91.6666666666667
187,188,0.115266426194944,0.224209523200989,99.8595110986232,92.4242424242424
188,189,0.115758284425254,0.22568096280098,99.8595110986232,92.4242424242424
189,190,0.114010892975491,0.225367784500122,99.8876088788986,92.4242424242424
190,191,0.114445557943107,0.223137807846069,99.8876088788986,92.9292929292929
191,192,0.115347546512771,0.227619820833206,99.8876088788986,93.6868686868687
192,193,0.114834863642406,0.228391923308372,99.8876088788986,92.1717171717172
193,194,0.113683112867744,0.225697005391121,99.8876088788986,93.1818181818182
194,195,0.113588325779534,0.226460101604462,99.8876088788986,92.9292929292929
195,196,0.113127552139919,0.223738536834717,99.8876088788986,92.4242424242424
196,197,0.112354250532897,0.2272770601511,99.8876088788986,92.1717171717172
197,198,0.11219916315624,0.228685409426689,99.8876088788986,91.6666666666667
198,199,0.113166059914459,0.228433380723,99.8876088788986,92.4242424242424
199,200,0.112499879046673,0.228514348864555,99.8876088788986,92.9292929292929
