,epochs,train_loss,test_loss,train_accuracy,test_accuracy
0,1,0.6851133502298786,0.6914699912071227,49.50695322376738,50.25252525252526
1,2,0.6793707489005982,0.6508833718299866,51.02402022756005,73.73737373737373
2,3,0.5521704447605914,0.4918744230270386,75.60050568900127,77.52525252525253
3,4,0.4839785836877361,0.45368289828300484,78.33122629582807,79.54545454545455
4,5,0.4370426515177376,0.41685063123703003,80.60682680151707,82.07070707070707
5,6,0.40399885898636223,0.4076784086227417,82.19974715549937,82.82828282828282
6,7,0.39098283360081343,0.38976463437080383,82.80657395701644,83.58585858585859
7,8,0.37932959739719674,0.37195886254310606,84.17193426042984,84.34343434343434
8,9,0.36809990518996794,0.36588900446891787,84.50063211125158,85.1010101010101
9,10,0.3629867993295193,0.36487079739570616,85.13274336283186,86.36363636363636
10,11,0.3492909519662778,0.3450771951675415,85.91656131479141,86.36363636363636
11,12,0.34266806784416404,0.3297651529312134,86.09355246523388,87.12121212121212
12,13,0.33702980967298635,0.32775567054748533,86.90265486725663,87.12121212121212
13,14,0.3307719943263838,0.32985270142555234,86.95322376738307,86.36363636363636
14,15,0.32433215811127625,0.3200282418727875,87.15549936788875,86.61616161616162
15,16,0.3189133704910356,0.3152331817150116,88.04045512010113,88.38383838383838
16,17,0.31325296150340176,0.30625388264656067,88.82427307206069,88.38383838383838
17,18,0.3079441119466098,0.3041465121507645,88.69785082174462,90.40404040404042
18,19,0.3018697821685383,0.2990399074554444,89.73451327433628,91.16161616161617
19,20,0.296276636181339,0.2891026866436005,89.73451327433628,89.8989898989899
20,21,0.28810375766648416,0.28665489315986636,90.18963337547409,89.64646464646464
21,22,0.2846646976446911,0.2797172683477402,89.96207332490518,90.9090909090909
22,23,0.28101481611449886,0.2726327860355377,90.4677623261694,91.16161616161617
23,24,0.2767338492577117,0.2734544783830643,90.2149178255373,90.40404040404042
24,25,0.27204788962919896,0.2630385410785675,91.27686472819217,91.66666666666666
25,26,0.2686728901199758,0.2632878339290619,91.22629582806574,93.43434343434343
26,27,0.2642356661418755,0.2568964886665344,91.30214917825538,93.18181818181819
27,28,0.2621129767428481,0.253769833445549,91.378002528445,93.43434343434343
28,29,0.2575734577952853,0.26099733650684354,92.28824273072061,91.41414141414141
29,30,0.2535896545816816,0.2470174837112427,92.11125158027814,93.43434343434343
30,31,0.2520234232708332,0.24033862769603725,91.8331226295828,94.44444444444444
31,32,0.2494388428186217,0.24465671181678772,92.01011378002528,92.42424242424242
32,33,0.24636816149277066,0.24938752710819237,92.03539823008849,90.9090909090909
33,34,0.24485912852950642,0.24783822000026706,91.93426042983566,91.41414141414141
34,35,0.2411194873312789,0.23848373889923097,92.28824273072061,93.93939393939394
35,36,0.23861516315129508,0.23237738013267517,92.66750948166877,94.1919191919192
36,37,0.23766324350670465,0.23001191377639774,92.86978508217446,93.43434343434343
37,38,0.23519643077686897,0.2302322119474411,93.02149178255374,94.44444444444444
38,39,0.2329649328584633,0.22396728515625006,93.45132743362832,95.45454545454545
39,40,0.23107705878153914,0.22482185482978823,93.09734513274336,95.45454545454545
40,41,0.22698901221156131,0.22546934545040134,93.45132743362832,95.70707070707071
41,42,0.22559638183203443,0.2301494175195694,93.60303413400759,93.68686868686868
42,43,0.22375259914946188,0.2199588578939438,93.70417193426043,94.6969696969697
43,44,0.22250981274391385,0.2188839274644852,93.67888748419722,92.92929292929293
44,45,0.21978534559809387,0.21199589848518371,94.23514538558786,95.95959595959596
45,46,0.22111614018438336,0.2159340399503708,93.45132743362832,96.46464646464646
46,47,0.21764787815270892,0.21378224551677705,93.90644753476612,94.44444444444444
47,48,0.21739995599754391,0.2138512766361237,94.26042983565107,95.95959595959596
48,49,0.21305978165999542,0.21375098049640653,94.96839443742098,96.21212121212122
49,50,0.21387691813851553,0.20374895572662352,94.74083438685209,96.71717171717171
50,51,0.2109819694512314,0.20349690794944764,94.66498103666245,95.2020202020202
51,52,0.20995648325450963,0.2105978047847748,94.84197218710493,95.45454545454545
52,53,0.21021012697489033,0.20465564668178557,94.81668773704172,96.71717171717171
53,54,0.2069610900455905,0.20114932239055633,95.24652338811632,96.46464646464646
54,55,0.20587623101328645,0.19758053719997404,95.19595448798988,95.95959595959596
55,56,0.2043441409665731,0.19781668066978458,95.49936788874842,96.71717171717171
56,57,0.20258716283546335,0.19650564014911653,95.57522123893806,96.96969696969697
